comment_hash,comment,sentiment,sentiment_score,aspects,negative_reasons,model,analyzed_at
f194d13006d047e7,京东无故封号，还天天扯皮，拖拖拉拉不回应！大家顶我，让更多人看清楚京东的嘴脸！！！,负面,-1.0,"服务,体验","无故封号,客服扯皮",deepseek-v4-pro,2026-06-29T22:04:23
c59d2d6d3b658f87,才买几天，就有这样的条子，质量不好，有点失望，下次在也不买了,负面,-0.8,质量,质量不好,deepseek-v4-pro,2026-06-29T22:04:23
d80214610c3126a8,送货师傅不错，平板质量一般般,中性,-0.2,"物流,质量",平板质量一般,deepseek-v4-pro,2026-06-29T22:04:46
c9f94a351400c524,特别不满意的一次购物，东西好不好先不说，派送员，和京东客服，态度，太差劲了两千多块钱的东西，毕竟，是易碎品，想当着，派送员的面，检查一下，屏有没有破碎？可是，派送员，说，不给验货，有问题找售后咨询京东，客服客服说，可以验货，但是你不知道，派送员，不是按照这个执行的吗？和客服反应以后，没有任何结果京东就是这个服务吗？以后还能再来买东西吗,负面,-0.9,"服务,物流,售后","派送员态度差,客服态度差,验货被拒,售后无作为",deepseek-v4-pro,2026-06-29T22:04:46
55edc97b16adb20e,不知道产品怎么样，送单员直接扔保安室了，被别人拿走怎么办？,负面,-0.6,物流,快递员擅自放保安室,deepseek-v4-pro,2026-06-29T22:04:46
15d73d2a5e019851,有点失望啊，给差评,负面,-0.5,体验,整体失望,deepseek-v4-pro,2026-06-29T22:04:46
3e279a20e1a0f7a0,东西倒还可以，严重批评京东快递员，送来问都不问往前台一扔走了，一开始没找到，打电话问有没有人签收，居然说没有时间让人签收，这种快递员京东还留着干嘛,负面,-0.7,"物流,质量","快递员未通知,未让签收,快递员态度差",deepseek-v4-pro,2026-06-29T22:04:46
fff76dab4878cd8a,垃圾店家，翻新机，**的逼，黑心卖家,负面,-0.9,"质量,服务","翻新机,黑心卖家",deepseek-v4-pro,2026-06-29T22:04:46
76506ae83e3da520,还没收到货时价格就降了，然后第二天又降了一次，第三天价格又不一样了，然后申请价格保护还被拒绝。该产品触屏反应较慢,负面,-0.7,"价格,质量","价格频繁波动,价保被拒,触屏反应慢",deepseek-v4-pro,2026-06-29T22:04:46
3a5b4bc52a0323bb,因为自己在买的过程中看了很多，纠结了很久，所以想认真写一下评论，我主要用来看课件还有视频课，其他几乎不做什么，所以要求并不是很高，很多人说的分辨率我没有太大要求，所以我觉得都还行，电量是真的很耐用，即使看视频用一天电量也够，各方面都很满意，but。。。我突然发现了这个。。这是几个意思。。qq的下载是2009年。。,正面,0.7,"质量,体验",,deepseek-v4-pro,2026-06-29T22:04:46
2a68ea3019a6f5fc,售后太差，服务太差,负面,-0.8,"售后,服务","售后差,服务差",deepseek-v4-pro,2026-06-29T22:04:46
ce8024613a033a5a,最垃圾的平板电脑，经常卡屏，垃圾垃圾垃圾,负面,-0.9,质量,经常卡屏,deepseek-v4-pro,2026-06-29T22:04:46
821de2b42f828d53,刚买了八天就降了一百元，还正好过了保价期，真是无语?,负面,-0.8,价格,"刚买就降价,保价期过无法维权",deepseek-v4-pro,2026-06-29T22:05:07
779bbad055caad20,以后再不买华为了，伤透了心?！,负面,-0.9,体验,伤透了心,deepseek-v4-pro,2026-06-29T22:05:07
c259a9ab34dd0f84,要不是不会评价0星，我都想不给星了，真垃圾，触摸屏，充电的时候，根本用不了，只要充电，根本没法用，垃圾东西！,负面,-1.0,质量,"充电时触摸屏失灵,质量垃圾",deepseek-v4-pro,2026-06-29T22:05:07
57dcf61a96e21754,虽然机子不错，但是第一次发的是坏机子，浪费了我几天时间和京东客服周旋。对于这个只能是差评。也是第一次差评，希望再接再厉。还有最近一次购物也是如此，发了评价没有显示照片，竟然说是我没发照片，我有必要说假话吗，还让我截图，接你妹啊截图，还好两天后图片出来了，不然还说不清了。这个差评给京东的服务系统。,负面,-0.7,"服务,售后","首次发货是坏机,客服周旋浪费时间,评价系统问题",deepseek-v4-pro,2026-06-29T22:05:07
711ef81b27c40d3a,没带耳机啊 怎么那么坑，其他的还行,负面,-0.3,体验,缺少耳机,deepseek-v4-pro,2026-06-29T22:05:07
a91381faaca5b464,我要求纸张发票！！！！ 请客服联系我！,中性,-0.2,服务,未提供纸张发票,deepseek-v4-pro,2026-06-29T22:05:07
efcea593f06ce4e5,有点失望 除了充电器啥都没有→_→,负面,-0.5,体验,配件少,deepseek-v4-pro,2026-06-29T22:05:07
f87bc5ac7a4f9690,送货太慢了，还是京东自营，成都市区内送货，半天也把成都跑完了吧，硬是6.21订单，6.24下午才收到货，外省的也送到了吧，很失望，帮别人买的，产品质量不做评论！,负面,-0.6,物流,送货速度慢,deepseek-v4-pro,2026-06-29T22:05:07
283fdb3605451501,刚用，有点小，超级慢，整整十天才到,负面,-0.7,"质量,物流","产品太小,物流速度慢",deepseek-v4-pro,2026-06-29T22:05:07
78351993c0f6f881,买了没几天，就降价*元，这是欺侮老实人嘛，差评，最讨厌买东西这样了。,负面,-0.8,价格,短期降价,deepseek-v4-pro,2026-06-29T22:05:07
239e8b211ccdf164,刚买的新机子，上百度搜个图片就出现了屏幕拖尾的情况，很不满意！,负面,-0.8,质量,屏幕拖尾,deepseek-v4-pro,2026-06-29T22:05:29
ef06569a95bc1edb,很怀疑京东了，才买的一礼拜就差一百，很失望,负面,-0.7,"价格,服务",一周内降价,deepseek-v4-pro,2026-06-29T22:05:29
1f69c4768051b542,买了才2天就降价，让人极度不爽,负面,-0.9,价格,购后两天降价,deepseek-v4-pro,2026-06-29T22:05:29
72c4de61fb34752c,双11活动刚买的 就差一天12日就降*，京东自营 ，这叫啥事，问售后说以网站价格为准，京东也骗人，看看吧，以后的活动不可信 ，对京东失望了。,负面,-0.8,"价格,售后,服务",双11后一天降价，售后推诿,deepseek-v4-pro,2026-06-29T22:05:29
fd5f57799baeb567,家里老妈用的 看看视频打打电话还行 别的就别指望了 最恶心连个闪光灯都没 反正就是下次不会买华为,负面,-0.7,质量,缺少闪光灯，性能差,deepseek-v4-pro,2026-06-29T22:05:29
62127d22b1b990b3,纯误导性消费，12月11日显示参加双12活动，买机器送皮套，12日送到，包了个包裹，以为皮套在里面！拆开后没有，问客服，说没有活动！13号又来这一出，又买机器送皮套！差评，严重差评，一星给快递师傅，大冷天的，辛苦！,负面,-0.9,"服务,包装,体验",误导性促销，客服否认，赠品缺失,deepseek-v4-pro,2026-06-29T22:05:29
28e09be7a92329ca,买的最差的一个华为产品，屏幕一个大亮点，真是服了,负面,-0.8,质量,屏幕有亮点,deepseek-v4-pro,2026-06-29T22:05:29
68bc632b362b2323,无良商家，包装简单像假的。用起来又卡。比别人贵一百多我知道了说退差价却没退。希望大家不要上当受骗了,负面,-0.9,"包装,质量,价格,售后","包装简陋,手机卡顿,价格贵,不退差价",deepseek-v4-pro,2026-06-29T22:05:29
2d10fc4da8a6e875,手机好卡，发货很慢等了好几天，手机好像用过的的,负面,-0.8,"质量,物流","手机卡顿,物流慢,疑似二手",deepseek-v4-pro,2026-06-29T22:05:29
a277319c11faf55f,对京东很失望，所谓的赠品也只是一个幌子，过来什么都没有，一直在京东买东西，感觉好像知道女神被玷污一样，差劲的，客服，东西越来越不行了。对得起那些一直相信你的人吗？这样下去，相信也会慢慢消失的。,负面,-0.9,"服务,体验","赠品缺失,客服差劲,品质下降",deepseek-v4-pro,2026-06-29T22:05:29
c1eaafa7c761194f,六百的平板本来就没报多大希望，画质真的太渣，这都不要紧，我看中的是通话平板这一点，看重的是华为这牌子，没想到用了两周不到就死机开不了机了，完全没摔过没碰过！！！甚至没没过放或过充，充电的时候都不玩。莫名其妙就死机了，对京东太失望了,负面,-0.9,"质量,体验","画质太渣,死机开不了机,莫名其妙死机",deepseek-v4-pro,2026-06-29T22:06:00
d7a6793aa2150e12,京东买的苹果手机自打买了就一直有问题后来问题越来越严重，没办法京东申请售后了，从3月18日开始返厂，中间经历了四次连续返厂，每次15到20天，到现在我都没拿到手机，我要求第四次检测后如果有问题进行多维换新，结果京东和苹果售后没有跟我取得任何联系的情况下再次给维修了，并且过后还很强硬的告诉我苹果不支持中国的三包政策多维换新，在京东买苹果的后果就是手机去维修还得准备个老人机备用，现在还不让我在苹果订单那评论了，忘京东有苹果订单的朋友帮忙转发评论,负面,-0.9,"售后,服务,质量,体验","多次返厂维修,售后未经联系直接维修,不支持三包政策,评论被屏蔽",deepseek-v4-pro,2026-06-29T22:06:00
d53d3ac8933b3fc9,很重，音质也不好，就一个充电器，啥都没有，这个东西，真心的不是很满意，客服服务态度极差。。。。要买的还是要慎重了。,负面,-0.7,"质量,服务,体验","产品笨重,音质不佳,附件缺失,客服态度恶劣",deepseek-v4-pro,2026-06-29T22:06:00
b2e0a3be7911ec0b,盗版的用不到一个月屏幕就卡在那了卡死了不要买,负面,-0.8,质量,"盗版产品,屏幕卡死",deepseek-v4-pro,2026-06-29T22:06:00
045848dbf9860986,买了好多手机，第一次碰到基本的屏保护膜都没有，不知道是不是人家退的货，买的不放心，刚出厂的时候不了能没有保护膜。用了在说吧，京东的东西也不放心了。,负面,-0.4,"包装,体验","缺少屏幕保护膜,疑似二手退货,不放心",deepseek-v4-pro,2026-06-29T22:06:00
023917949ee97061,不知道为什么老是自己乱跳这也太坑了,负面,-0.6,质量,自动乱跳,deepseek-v4-pro,2026-06-29T22:06:00
0af4a05bfa87432f,差评没商量，充电器都没有，找卖家推三阻四的，你们自己小心,负面,-0.8,"服务,包装","缺少充电器,卖家推诿",deepseek-v4-pro,2026-06-29T22:06:00
7b1495c358f0fda6,手机性价比超低，我觉得声音非常小，问问怎么弄，说是老年人耳朵不好使啊！要求发票，现在都糊弄，华为已经不如之前了！最喜欢糊弄老年人，以为老人智商低，这样的商家注定走不了长远的！无壳子，无屏保，三无产品，怎么弄，糊弄!,负面,-0.9,"价格,质量,服务,包装,体验","性价比低,声音小,客服嘲讽,缺少配件,发票糊弄",deepseek-v4-pro,2026-06-29T22:06:00
395e700a841147f6,"一开机就提示升级,现在一个多小时还没有升级完成,此机不支持电信卡,本想买M3青春版,但M3青春版的CPU和分辨率没有M3好,显示0619送到货但20号才送到,没有皮套要另外买花了*不怎么好.另外又买了128G内存卡花了差不多*,此机如果全网通就完美了!",中性,-0.2,"体验,物流,质量","系统升级缓慢,不支持电信卡,物流延迟,缺少皮套",deepseek-v4-pro,2026-06-29T22:06:00
3a3eaf75f94eb59f,拍照效果很差，不清晰。。。。。。。,负面,-0.7,质量,"拍照效果差,不清晰",deepseek-v4-pro,2026-06-29T22:06:00
7f30bb40ec882f85,屏幕边缘有一团白白的光，平板电脑其实就是一台大的手机。没有什么用,负面,-0.7,"质量,体验","屏幕漏光,产品不实用",deepseek-v4-pro,2026-06-29T22:06:21
efe7f29c441b9329,再次强调：京东的价格保护就是假的！会降价的商品从来不预告！,负面,-0.8,"价格,服务","价格保护虚假,不预告降价",deepseek-v4-pro,2026-06-29T22:06:21
843019110dad3343,出现条纹 一点都不好,负面,-0.9,质量,屏幕出现条纹,deepseek-v4-pro,2026-06-29T22:06:21
492f24bef36ff704,送给老丈人的手机，没想到用了一周就没声音了。这让我何等的尴尬？邮寄耽误什么的还超过14天就不能换了，只能修？我花钱难道是想买一个修过的残次品？我非常不理解，为什么这么短时间，硬件坏了，为什么不能换新机器？我真的觉得这样的体验很差劲。值得一说的是维修的人还是很客气的，他们态度不错。整天说，支持国产 支持国产。让我们消费者怎么安心？,负面,-0.6,"质量,售后,体验","硬件故障,售后政策差,体验差",deepseek-v4-pro,2026-06-29T22:06:21
43e30c8bd1548282,双卡和扩充内存不能同时共存，内存卡和其中一个电话卡是共用卡槽的 ，为什么不早说 擦,负面,-0.8,"质量,体验","卡槽设计不合理,未提前说明",deepseek-v4-pro,2026-06-29T22:06:21
7c701ff0a8985c3c,不是很好 卡得飞起 很差劲！,负面,-0.9,"质量,体验",系统卡顿,deepseek-v4-pro,2026-06-29T22:06:21
8cea5f4a34657d06,一颗心都不想给，垃圾，才用一两个月就出现花屏，比山寨机还垃圾，华为大品牌也不都是好东西，客服爱理不理的，,负面,-0.9,"质量,服务","屏幕花屏,客服态度差",deepseek-v4-pro,2026-06-29T22:06:21
040121cbd6411422,从来没有这么差的订购，刚拿到手，试了下开机，压根没反应，又试了下充电也没反应，还以为自己挫不会用，问了客服，用它的线充电自己手机没问题，插它上面就是没反应，我想说，发货前包装前都不试试看机器好不好的么？质检做的太差了吧！客服让我去做质检，抱歉，你们自己做吧，我没那个美国时间，已经申请退货！以前觉得华为挺好的，现在产生质疑了。,负面,-0.9,"质量,服务,体验","无法开机,充电故障,质检问题,客服处理不当",deepseek-v4-pro,2026-06-29T22:06:21
d02a6527ddd02201,wifi不靠谱，上网有限制。,负面,-0.7,质量,"WiFi不稳定,联网限制",deepseek-v4-pro,2026-06-29T22:06:21
399e789d77cd1c4d,对华为解决问题的态度非常失望！！！！！！！,负面,-0.8,服务,解决问题态度失望,deepseek-v4-pro,2026-06-29T22:06:21
a6cd409384288133,很不爽的一次购物，整的什么赠送皮套，还赠完即止，结果我还没有收到皮套，我就想知道有人收到皮套了吗？恶心的活动！,负面,-0.8,"体验,服务","未收到赠送皮套,活动虚假宣传",deepseek-v4-pro,2026-06-29T22:06:49
9b47510684bd9fff,垃圾的平板电脑，正在看视频两分钟就黑屏了！系统有很严重的问题阿！,负面,-0.9,"质量,体验","黑屏问题,系统严重问题",deepseek-v4-pro,2026-06-29T22:06:49
6857fed511f3058f,我真心恼火！本次购物不满意，套子是半包不说磁力太小总会掉，实在很不满意。送的钢化膜还有一个洞。我想退货强烈要求退货处理。,负面,-0.9,"质量,服务,售后","保护套磁力小易掉,钢化膜有洞,半包设计差",deepseek-v4-pro,2026-06-29T22:06:49
74455bef894559ca,没试过差评试一下,负面,-0.3,体验,无实质内容差评,deepseek-v4-pro,2026-06-29T22:06:49
588ae6a576940a73,写着16g，但是实际可用内存仅有10.16而已，少了3分之一。运行还可以，玩手游不卡。像素很一般，前摄像头差，后摄像头也虚。仅适合拿来玩游戏，看视频而已,负面,-0.4,"质量,体验","实际内存少于标称,摄像头像素差,前后摄像头虚",deepseek-v4-pro,2026-06-29T22:06:49
c7e0f2e03a19328c,屏幕有裂纹，客服说签收了不理。,负面,-0.9,"质量,售后,服务","屏幕裂纹,客服推卸责任",deepseek-v4-pro,2026-06-29T22:06:49
6b1380a875e2e6cc,一点都不好 爸爸说不耐电，用得特别快的，诶 真是便宜没好货，真的不要买，上当了一样的。真后悔，真心不耐电 重点是连膜都不送，太坑了，一般买电器类不是都送耳机 送贴膜呐，店铺送的东西一点都不实用，没点用处，还不如不要送 真的是。千万不要买。,负面,-0.9,"质量,价格,服务,体验","电池不耐用,未赠送贴膜,赠品不实用",deepseek-v4-pro,2026-06-29T22:06:49
c6c6d971ba52eeb1,深蓝色与银色搭配，给人印象是冷峻！较小的三围和七十多克的份量，算是轻薄了，方便携带！方向键对应四个快捷方式，方便用户迅速调用特殊功能！5向导航设计简化了对功能菜单的频繁操作！,正面,0.9,"质量,体验",,deepseek-v4-pro,2026-06-29T22:06:49
fb1a18c37164191c,性能卓越，外观时尚，设计另类极具特色，功能实用而齐全，音乐功能出色媲美iPOD，iRiver等高端MP3,正面,1.0,"质量,体验",,deepseek-v4-pro,2026-06-29T22:06:49
1f5923efcd3cc5a2,小巧漂亮白色很诱人,正面,0.8,"质量,体验",,deepseek-v4-pro,2026-06-29T22:06:49
e9e16d4b0e66561c,拍照功能十分强劲，便于我平时记录生活，完全足够了～而且，各种型号，同档次200w像素的拍照手机，不管什么牌子，绝对不可能撼动750c“光影捕手”的称号，这个，也是各个论坛都能找到的评测阿对比的。 铃声表现也很巴适，有几首我十分喜欢的，来电铃声，足以强劲，在公车上也拉风的很哦～有网友反映铃声小，可能和mp3原文件有关吧。视频声音有点小，恩，这个有点。游戏，自然不用说了，下了很多很多，仙剑可玩性也很高，超级玛利更是以前小霸王的翻版，呵呵`~~~待机时间我也比较满意的，平日玩手机还是很多，有时传照片插了数据线，就充电一会儿，所以，买了三个多月，充电器充的次数可能小于5次。,正面,0.8,"质量,体验",,deepseek-v4-pro,2026-06-29T22:07:22
b695934e211626a4,功能强好看,正面,0.9,"质量,体验",,deepseek-v4-pro,2026-06-29T22:07:22
8705b1a0b231958d,"200万像素的拍照,26万色的屏幕,但最重要的还是优秀的mp3功能.",正面,0.9,质量,,deepseek-v4-pro,2026-06-29T22:07:22
657b25a69b27a584,外型倒是很不错的，手感很好。,正面,0.8,"质量,体验",,deepseek-v4-pro,2026-06-29T22:07:22
d66f794934a6c237,刚刚托朋友搞了一台8390，是国内SED贴牌的，但配置和台湾和港版的有所不同，两电两冲，双头耳机，最为关键的是完全支持简体中文。屏幕的显示质量，可以用无懈可击来表达，无论是色彩还是清晰度均无可挑剔，其次是手机的整体做工，决不输给韩日机器，在接缝等细节部分处理得都不错，MIO越来越有大家风范了，最后需要说的是价格，目前港版的价格约在3000左右，行货也只要3700（我拿的是3700，据说市场上要4000多），如果按3700在这个价格说，应该是物超所值了，总比一些所谓的摄像手机、商务手机要好的多，何况它是一部可以可以RIY的MS Smartphone啊！,正面,0.9,"质量,价格,体验",,deepseek-v4-pro,2026-06-29T22:07:22
e670f69e60dae9f5,"1.待机时间长.有如此优秀大屏幕的手机待机时间如此之长的未见其二.2.软件稳定.尤其是作为手机功能这一块做得很好,极少遇到死机现象,有也是其他周边功能里出现的.3.屏幕大,通话质量好.",正面,0.9,"质量,体验",,deepseek-v4-pro,2026-06-29T22:07:22
ddd93202ed825332,总的来说还行．,中性,0.0,体验,,deepseek-v4-pro,2026-06-29T22:07:22
d280439477b28f1c,待机时间，是一星期。晚上十点关，早上七点开，每天语音闹钟两次。一般是周日充电，用到下周六晚上。短信功能是强项。自动存储短信。写信不小心按错键，返回到的菜单上时，再次进入还会有短信内容。自动将你所发的短信存储。可写987多字的短信。然后再发送。相当于一文章。 声音不错。,正面,0.9,"质量,体验",,deepseek-v4-pro,2026-06-29T22:07:22
2b6ad166f46557ed,期待 N73 许久，终于下手在网上买了一部银灰色的。用了三天，说说它的优缺点。以前我用过诺基亚 6100 、摩托罗拉 A768 和多普达 830 ，所谓优缺点，是比较后的体会。 优点： 1 、拍照功能强大，可以满足一般照像的需要，出差时不需要另外再带一部 DC 了。 2 、立体声音乐播放效果非常棒！远远超过我用过的其它手机。 3 、电话网络信号强，通话效果好。 4 、 26 万色彩屏清晰艳丽，电影播放流畅，图片浏览方便。 5 、使用软件与 PC 连接可方便进行程序安装、文件管理、音乐下载等操作。 6 、上网比较方便，但速度不快。 还有一些优点，这里不再细说。,正面,0.8,"质量,体验",,deepseek-v4-pro,2026-06-29T22:07:22
d46a5e967ec13a5d,v798是老妈给的，嘿嘿，这里面的英汉词典我很喜欢，等车，没事的时候都能拿出来看，目前我上高中，里面的程度相当于4级水平，每天看一点，还是很有帮助的，也喜欢拿它当手电用，以前没注意过这个功能，一次下晚自习楼道里很黑，灯也坏掉了，才想起这个能当手电，挺亮的不错,正面,0.9,"质量,体验",,deepseek-v4-pro,2026-06-29T22:07:22
8e6824bbb0823467,"26万色的屏幕效果不错,电话簿存量大,mp3音质较好,还支持移动QQ",正面,0.8,"质量,体验",,deepseek-v4-pro,2026-06-29T22:08:10
549898cb471d3fe9,黑色机总让人感觉很酷，刚刚拿手上用，同事都过来看哦，嘿嘿，拿起来也很轻。按键音挺逗的，以选择东北话，闽南话，上海话，很搞笑，电话每天都用，3天充一次，还行,正面,0.6,体验,,deepseek-v4-pro,2026-06-29T22:08:10
1ad5f7c07043038c,"外观设计较好，做工细致,电池续航能力较强,娱乐功能较好，附带FM调频收音功能。铃声也可以！",正面,0.8,"质量,体验",,deepseek-v4-pro,2026-06-29T22:08:10
7116c11b05ccd77f,买这款手机时我是看中了它的屏幕，采用了65536色CSTN彩色屏幕，无论是文字或是图片的显示都相当细腻生动，屏幕的对比度与光亮度都十分充足。不仅“身材”出众，S800的功能也是非常的强大，S800每一个功能选项都有相应的动画作为图标指示，感觉非常人性化。对于用户使用较多的短信功能，S800提供了数字、英文、拼音和笔画四种输入方法。S800支持EMS短信并且提供了EFR_STK支持。自己摸索出来，在编辑短消息时，按“＃”键来快速切换输入法。不妨告诉你S800的正常通话时间约为两小时，预期待机时间为120小时，如果使用频繁，电池差不多正常使用两天。在铃声方面，S800采用了64和弦铃音，30首特色MIDI铃声，呵呵，当然如果你嫌少可以去康佳乐园下载更多的铃音。,正面,0.9,"质量,体验",,deepseek-v4-pro,2026-06-29T22:08:10
ec6b132b2af469d0,S800造型是典型滑盖手机造型，外型细部都显得非常顺滑。按键部分布局非常的清晰，按键手感很好，在配合蓝色背景灯光设计，朴实简洁。屏幕区按键区的外部造型非常相似，在手机滑盖关闭的状态下两个部分浑然一体，紧密结合。,正面,0.8,"质量,体验",,deepseek-v4-pro,2026-06-29T22:08:10
9e866f8449346e86,1、机器重量与5688相差不多，外形尺寸比5688稍大一些。感觉男士用更好一些，比较大方。2、屏幕，也是这款机器的亮点。鄙人也算见过很多的彩屏机了，但看到这款机器的彩屏，还是不禁赞叹。3、铃声，40和弦的铃声，铃声无论是效果还是音量比5688都有了相当的提高。感觉相当不错，不过在一些嘲杂的地方，仍然听不到铃声（废话，又不是音响，你想多大声音，被扔香蕉皮），可以考虑铃声加震动。一共19首铃声，少了些，不过可以下载 5 首，还不错。个人比较喜欢第12首的外国乐曲，很有旋律。支持铃声分组。开合机盖，有铃声响起，是不是更象S308啊！呵呵 4、短消息，网上也有些朋友比较关心这一方面。 5766在编辑短信方面比5688稍有提高，但速度仍然有些慢。感觉这方面是迪比特机器的一贯的弱项，也希望厂家能够在今后得到改善。支持EMS，同时可以短信群组发送（很实用啊）。 5、支持关机闹铃，这一点令我也很满意，对于喜欢睡懒觉的我简直太好了。可设IP电话（是不是学金立手机啊）。有接通提示，可设震动，这样可以防手机辐射的，设计很贴近用户。手机电话本100个，而且不是名片式，差强人意（简直是人心不足蛇吞象）。7幅墙纸，可都是动态的哦！屏幕保护也有3种，效果都很不错。背景色也有三种可调。 6、最大的优点就是这款机器的零售价。,中性,0.4,"质量,价格,体验","音量不足,短信编辑速度慢,电话本功能简单",deepseek-v4-pro,2026-06-29T22:08:10
9c2dd2a09c11c64b,"刚才那个谈优点的人根本就是无知,多普达就不生产CDMA的产品,如何比CDMA的产品,",负面,-0.7,体验,比较不实,deepseek-v4-pro,2026-06-29T22:08:10
22818d654b403b36,屏幕大，鲜艳清晰。手写、收音机、金山词霸、通讯防火墙、红外传输等功能都很方便实用。做工好。,正面,0.9,"质量,体验",,deepseek-v4-pro,2026-06-29T22:08:10
a32de4f4eab9a70b,1、N940最大的特点就是能实时接收和收看模拟信号的电视节目，再加上其26万色2.1英寸的大彩屏，屏幕的色彩还原能力非常好，文字的表现也非常细腻，收看电视的效果虽不及在电视上观看，可在手机上能看电视也算是够爽的。2、N940第二大特点是手写输入，这在许多智能手机和PDA上都可以，算不上什么亮点，不过N940的手写笔同时也是电视的天线，二合为一的设计节省了空间。而且从实际使用来看，手写识别率还是比较高的，写得很潦草的字体也能比较准确地识别出来。3、64和弦铃声，由于有扩音器，所以铃声还是比较大的，而且听起来挺悦耳，看电视的时候也是一种享受。4、再值得一提的是N940的TTS功能和1000个联系人的电话簿，TTS功能也即语音功能（我只是这么理解，不知道对不对），阅读的声音比较自然，由于还没有来得及级细用，只用其看电视了~，所以等用后再补上~~~~。1000个电话簿，对于商务人士也是够用的哟。,正面,0.9,"质量,体验",,deepseek-v4-pro,2026-06-29T22:08:10
45acb44ed155561d,"拥有象数码相机-500万像素CCD的高清晰摄像头,自动对焦，确保画面清晰锐利；LGC960是一部真正数码相机手机。还可以直播、点播、下载多种模式，真正的在手机上看电视。26万色TFT、2.0英寸精显屏幕;实用的免提功能设计，解放你的双手72和弦，清晰悦耳，余音绕梁，颠覆双耳的音效，非常的舒服。",正面,0.95,"质量,体验",,deepseek-v4-pro,2026-06-29T22:08:10
7fea9cc3c6c80944,1.语音拨号是垃圾，我在九九年拥有一部飞利浦手机，语音拨号可以随意设置。难道是技术不如人？3.待机时间太短！！！烦！4.反应迟钝！！5.内存偏低！！6.价格偏高！！7.MMC卡读取也没TF卡快！！！8.按键过小！不太习惯！！！！9.视频通话麻烦！！！！！！！,负面,-0.9,"质量,价格,体验","语音拨号差,待机短,反应慢,内存小,价格高",deepseek-v4-pro,2026-06-29T22:08:37
25f816ee01af97f4,操作时很慢，没有一点速度感！！！要开机需要十多秒才启动。。。真无奈！！！,负面,-0.9,"质量,体验","操作反应慢,开机启动慢",deepseek-v4-pro,2026-06-29T22:08:37
89c37b09fc8fdada,"数字按键太紧凑，没有空隙，手感不爽。反应实在太慢.内存小的可怜，32MB,还谈什么娱乐。",负面,-0.8,质量,"按键紧凑手感差,反应慢,内存小",deepseek-v4-pro,2026-06-29T22:08:37
e59eac2299c2a4c0,信号不是很理想,负面,-0.5,质量,信号不理想,deepseek-v4-pro,2026-06-29T22:08:37
6c49531bbd981e74,致命缺点：电量剩一格时死机；取下电池再装回，好了；过一小时接着死。升级了固件也没用。售后维修人员说，电池问题的可能性大。（确实，满电时就死过一次。）可是，此机死前毫无征兆，太耽误事！,负面,-0.9,"质量,售后,体验","电量低时死机,电池问题,售后未解决",deepseek-v4-pro,2026-06-29T22:08:37
b4f5bec1b7630e46,1该机键盘钮质量极差，购买20天就磨损了，而且不管保修。2该机器的录音功能比较烦琐在这我给大家介绍下电录音有两种方法。一是在不打开翻盖的情况下，在通话的过程中按一下照相/录音的钮即可录音，要停止录音时再按一下，通话的内容就记录下来了。二是在打开翻盖的情况下，按一下照相/录音的钮即可录音。如果不是在通话中，打开翻盖后按那个按纽的话就会启动照相机。,负面,-0.7,"质量,售后,体验","键盘质量差,20天磨损,保修不管,录音繁琐",deepseek-v4-pro,2026-06-29T22:08:37
08b15e364b835b76,没有蓝牙，没有收音，另外，天线是折叠式的，如果天线折起，手机功能就会自动关闭，只保留掌上电脑的功能。用户可以通过手动设置强制在折叠天线状态下打开手机功能，不过信号会大打折扣！,负面,-0.6,"质量,体验","缺少蓝牙收音,天线折叠影响信号,手机功能关闭",deepseek-v4-pro,2026-06-29T22:08:37
7f378601283d5683,"我是2004年6月份购买的科健k699,使用时间不长，经常死机，修了两次，2005年6月，经销商给换了一块新，用了不到7天，频频掉线，售后服务困难，要求根据手机三包规定退货，但潍坊三联称科健公司已经倒闭了，拒不退货。据我观察我们山东潍坊市场上已经基本上看不见科健地踪影了，不知是何原因？",负面,-0.9,"质量,售后,体验","常死机,掉线,售后困难,拒绝退货,公司倒闭",deepseek-v4-pro,2026-06-29T22:08:37
8433741b49edf50b,外观不好，看上方方正正的，而且颜色也单调！翻盖不是很流畅，看来质量不是很好！这么贵的价格，功能居然还是很单一，象时尚MP3、可以免费下载音乐的JAVA，或者手写笔什么的；只是有一些细节功能，像语音报时什么的。觉得买的不值。,负面,-0.7,"质量,价格,体验","外观差,翻盖不流畅,功能单一,价格贵,不值",deepseek-v4-pro,2026-06-29T22:08:37
