summary_type,name,count,percentage,avg_sentiment_score,negative_count,negative_rate
negative_reason,头痒,1,0.0011,0.0,1,1.0
negative_reason,与柜台有差距,1,0.0011,0.0,1,1.0
negative_reason,取件距离远,1,0.0011,0.0,1,1.0
negative_reason,感觉被坑,1,0.0011,0.0,1,1.0
negative_reason,使用后头皮屑增多,1,0.0011,0.0,1,1.0
negative_reason,洗后头发油,1,0.0011,0.0,1,1.0
negative_reason,使用体验差,1,0.0011,0.0,1,1.0
negative_reason,使用后头皮增多,1,0.0011,0.0,1,1.0
negative_reason,内容幼稚,1,0.0011,0.0,1,1.0
negative_reason,想退货,1,0.0011,0.0,1,1.0
negative_reason,使用后过敏,1,0.0011,0.0,1,1.0
negative_reason,质量假,1,0.0011,0.0,1,1.0
negative_reason,客服不理人,1,0.0011,0.0,1,1.0
negative_reason,没效果,1,0.0011,0.0,1,1.0
negative_reason,与图片不符,1,0.0011,0.0,1,1.0
negative_reason,洗不干净,1,0.0011,0.0,1,1.0
negative_reason,油腻,1,0.0011,0.0,1,1.0
negative_reason,画法乱,1,0.0011,0.0,1,1.0
negative_reason,内容无趣,1,0.0011,0.0,1,1.0
negative_reason,单词堆砌,1,0.0011,0.0,1,1.0
negative_reason,压头损坏,1,0.0011,0.0,1,1.0
negative_reason,泄漏,1,0.0011,0.0,1,1.0
negative_reason,画面糟糕,1,0.0011,0.0,1,1.0
negative_reason,易出油,1,0.0011,0.0,1,1.0
negative_reason,有头屑,1,0.0011,0.0,1,1.0
negative_reason,漏发赠品,1,0.0011,0.0,1,1.0
negative_reason,订单配送遗漏物品,1,0.0011,0.0,1,1.0
negative_reason,少发商品,1,0.0011,0.0,1,1.0
negative_reason,包装破损导致液体泄漏,1,0.0011,0.0,1,1.0
negative_reason,去屑效果不佳,1,0.0011,0.0,1,1.0
negative_reason,瓶口塑料破损导致漏液,1,0.0011,0.0,1,1.0
negative_reason,包装破损导致泄漏,1,0.0011,0.0,1,1.0
negative_reason,缺页,1,0.0011,0.0,1,1.0
negative_reason,疑似假货且导致头屑问题,1,0.0011,0.0,1,1.0
negative_reason,疑似被使用,1,0.0011,0.0,1,1.0
negative_reason,欺诈消费者,1,0.0011,0.0,1,1.0
negative_reason,价格下降快,1,0.0011,0.0,1,1.0
negative_reason,换货手续麻烦,1,0.0011,0.0,1,1.0
negative_reason,售假,1,0.0011,0.0,1,1.0
negative_reason,退货不通过,1,0.0011,0.0,1,1.0
negative_reason,服务遮掩,1,0.0011,0.0,1,1.0
negative_reason,风格不喜欢,1,0.0011,0.0,1,1.0
negative_reason,物流效率低,1,0.0011,0.0,1,1.0
negative_reason,不适合国情,1,0.0011,0.0,1,1.0
negative_reason,客服不处理,1,0.0011,0.0,1,1.0
negative_reason,包装错误,1,0.0011,0.0,1,1.0
negative_reason,产品可疑,1,0.0011,0.0,1,1.0
negative_reason,客服解释不当,1,0.0011,0.0,1,1.0
negative_reason,产品导致头皮屑,1,0.0011,0.0,1,1.0
negative_reason,产品效果差,1,0.0011,0.0,1,1.0
negative_reason,粗糙不柔顺,1,0.0011,0.0,1,1.0
negative_reason,头发干和毛躁,1,0.0011,0.0,1,1.0
negative_reason,不值得,1,0.0011,0.0,1,1.0
negative_reason,味道淡,1,0.0011,0.0,1,1.0
negative_reason,颜色浅,1,0.0011,0.0,1,1.0
negative_reason,浓度低,1,0.0011,0.0,1,1.0
negative_reason,泡沫少,1,0.0011,0.0,1,1.0
negative_reason,封底脱落,1,0.0011,0.0,1,1.0
negative_reason,使用不舒服,1,0.0011,0.0,1,1.0
negative_reason,配送时间长,1,0.0011,0.0,1,1.0
negative_reason,与正品不符,1,0.0011,0.0,1,1.0
negative_reason,包裹分开发送,1,0.0011,0.0,1,1.0
negative_reason,代收点问题,1,0.0011,0.0,1,1.0
negative_reason,沟通不畅,1,0.0011,0.0,1,1.0
negative_reason,物流服务差,1,0.0011,0.0,1,1.0
negative_reason,洗后头发油腻,1,0.0011,0.0,1,1.0
negative_reason,物流信息消失,1,0.0011,0.0,1,1.0
negative_reason,产品致头皮痒,1,0.0011,0.0,1,1.0
negative_reason,使用后头痒,1,0.0011,0.0,1,1.0
negative_reason,商品破损洒漏,1,0.0011,0.0,1,1.0
negative_reason,客服服务差,1,0.0011,0.0,1,1.0
negative_reason,客服未解决问题,1,0.0011,0.0,1,1.0
negative_reason,疑似虚假签收,1,0.0011,0.0,1,1.0
negative_reason,客服建议不当,1,0.0011,0.0,1,1.0
negative_reason,洗后头发干枯,1,0.0011,0.0,1,1.0
negative_reason,质量低劣,1,0.0011,0.0,1,1.0
negative_reason,瓶盖松动,1,0.0011,0.0,1,1.0
negative_reason,漏液,1,0.0011,0.0,1,1.0
negative_reason,洗后瘙痒,1,0.0011,0.0,1,1.0
negative_reason,退货被拒,1,0.0011,0.0,1,1.0
negative_reason,香味淡,1,0.0011,0.0,1,1.0
negative_reason,效果不及预期,1,0.0011,0.0,1,1.0
negative_reason,疑似开封,1,0.0011,0.0,1,1.0
negative_reason,发质损伤,1,0.0011,0.0,1,1.0
negative_reason,缺少防护,1,0.0011,0.0,1,1.0
negative_reason,与实际不符,1,0.0011,0.0,1,1.0
negative_reason,香味过浓,1,0.0011,0.0,1,1.0
negative_reason,假货疑虑,1,0.0011,0.0,1,1.0
negative_reason,快递暴力,1,0.0011,0.0,1,1.0
negative_reason,液体泄漏,1,0.0011,0.0,1,1.0
negative_reason,未电话通知,1,0.0011,0.0,1,1.0
negative_reason,不如屈臣氏买的,1,0.0011,0.0,1,1.0
negative_reason,外包装不正规,1,0.0011,0.0,1,1.0
negative_reason,产品进水,1,0.0011,0.0,1,1.0
negative_reason,包装缺失,1,0.0011,0.0,1,1.0
negative_reason,体验极差,1,0.0011,0.0,1,1.0
negative_reason,无故扣京豆,1,0.0011,0.0,1,1.0
negative_reason,承诺赠品未送,1,0.0011,0.0,1,1.0
negative_reason,实用性差,1,0.0011,0.0,1,1.0
negative_reason,内容自恋,1,0.0011,0.0,1,1.0
negative_reason,内容浅薄,1,0.0011,0.0,1,1.0
negative_reason,缺乏实用性,1,0.0011,0.0,1,1.0
negative_reason,名不副实,1,0.0011,0.0,1,1.0
negative_reason,播放卡顿,1,0.0011,0.0,1,1.0
negative_reason,不流畅,1,0.0011,0.0,1,1.0
negative_reason,印刷差,1,0.0011,0.0,1,1.0
negative_reason,疑似影印版,1,0.0011,0.0,1,1.0
negative_reason,物流缓慢,1,0.0011,0.0,1,1.0
negative_reason,内容与预期不符,1,0.0011,0.0,1,1.0
negative_reason,印刷质量差,1,0.0011,0.0,1,1.0
negative_reason,纸张质量差,1,0.0011,0.0,1,1.0
negative_reason,内容错误,1,0.0011,0.0,1,1.0
negative_reason,内容不实用,1,0.0011,0.0,1,1.0
negative_reason,不适用于本国国情,1,0.0011,0.0,1,1.0
negative_reason,漏发书籍,1,0.0011,0.0,1,1.0
negative_reason,无解释,1,0.0011,0.0,1,1.0
negative_reason,封皮不专业,1,0.0011,0.0,1,1.0
negative_reason,内容平庸,1,0.0011,0.0,1,1.0
negative_reason,感觉上当,1,0.0011,0.0,1,1.0
negative_reason,书有异味,1,0.0011,0.0,1,1.0
negative_reason,内容单薄,1,0.0011,0.0,1,1.0
negative_reason,空洞乏味,1,0.0011,0.0,1,1.0
negative_reason,浪费纸张,1,0.0011,0.0,1,1.0
negative_reason,对记忆无帮助,1,0.0011,0.0,1,1.0
negative_reason,内容乏味,1,0.0011,0.0,1,1.0
negative_reason,章节不严谨,1,0.0011,0.0,1,1.0
negative_reason,重点不清,1,0.0011,0.0,1,1.0
negative_reason,炒作,1,0.0011,0.0,1,1.0
negative_reason,浪费钱,1,0.0011,0.0,1,1.0
negative_reason,单词实用性低,1,0.0011,0.0,1,1.0
negative_reason,记忆帮助小,1,0.0011,0.0,1,1.0
negative_reason,外包装过大,1,0.0011,0.0,1,1.0
negative_reason,内部缺乏固定,1,0.0011,0.0,1,1.0
negative_reason,开关键易误触,1,0.0011,0.0,1,1.0
negative_reason,重量大,1,0.0011,0.0,1,1.0
negative_reason,流畅度一般,1,0.0011,0.0,1,1.0
negative_reason,有时卡机,1,0.0011,0.0,1,1.0
negative_reason,OTG模式不能充电,1,0.0011,0.0,1,1.0
negative_reason,包装太简单,1,0.0011,0.0,1,1.0
negative_reason,续航糟糕,1,0.0011,0.0,1,1.0
negative_reason,游戏卡顿,1,0.0011,0.0,1,1.0
negative_reason,保护套质量差,1,0.0011,0.0,1,1.0
negative_reason,包装缺乏保护,1,0.0011,0.0,1,1.0
negative_reason,与描述不符,1,0.0011,0.0,1,1.0
negative_reason,日期变动,1,0.0011,0.0,1,1.0
negative_reason,诚信问题,1,0.0011,0.0,1,1.0
negative_reason,体验下降,1,0.0011,0.0,1,1.0
negative_reason,服务态度差,1,0.0011,0.0,1,1.0
negative_reason,不允验货,1,0.0011,0.0,1,1.0
negative_reason,屏幕损坏,1,0.0011,0.0,1,1.0
negative_reason,催货无效,1,0.0011,0.0,1,1.0
negative_reason,预装软件多,1,0.0011,0.0,1,1.0
negative_reason,无法刷机,1,0.0011,0.0,1,1.0
negative_reason,安全性差,1,0.0011,0.0,1,1.0
negative_reason,客服处理不力,1,0.0011,0.0,1,1.0
negative_reason,退货困难,1,0.0011,0.0,1,1.0
negative_reason,疑似返修品,1,0.0011,0.0,1,1.0
negative_reason,降价快,1,0.0011,0.0,1,1.0
negative_reason,缺少中文对白字幕,1,0.0011,0.0,1,1.0
negative_reason,显示干扰,1,0.0011,0.0,1,1.0
negative_reason,充电器故障,1,0.0011,0.0,1,1.0
negative_reason,送货延迟,1,0.0011,0.0,1,1.0
negative_reason,虚假确认收货,1,0.0011,0.0,1,1.0
negative_reason,跳屏,1,0.0011,0.0,1,1.0
negative_reason,发票丢失,1,0.0011,0.0,1,1.0
negative_reason,客服隐瞒活动,1,0.0011,0.0,1,1.0
negative_reason,摄像头模糊,1,0.0011,0.0,1,1.0
negative_reason,未到货就降价,1,0.0011,0.0,1,1.0
negative_reason,外观廉价,1,0.0011,0.0,1,1.0
negative_reason,APP适配差,1,0.0011,0.0,1,1.0
negative_reason,字体小伤眼,1,0.0011,0.0,1,1.0
negative_reason,花屏,1,0.0011,0.0,1,1.0
negative_reason,误操作严重,1,0.0011,0.0,1,1.0
negative_reason,用一个月开不了机,1,0.0011,0.0,1,1.0
negative_reason,评价标签不合理,1,0.0011,0.0,1,1.0
negative_reason,膜被折过,1,0.0011,0.0,1,1.0
negative_reason,有气泡,1,0.0011,0.0,1,1.0
negative_reason,黑边大,1,0.0011,0.0,1,1.0
negative_reason,抢购被耍,1,0.0011,0.0,1,1.0
negative_reason,订单不生成,1,0.0011,0.0,1,1.0
negative_reason,缺少收据清单,1,0.0011,0.0,1,1.0
negative_reason,客服联系不上,1,0.0011,0.0,1,1.0
negative_reason,价格昂贵,1,0.0011,0.0,1,1.0
negative_reason,卡屏,1,0.0011,0.0,1,1.0
negative_reason,维修未解决,1,0.0011,0.0,1,1.0
negative_reason,不送保护膜,1,0.0011,0.0,1,1.0
negative_reason,客服敷衍,1,0.0011,0.0,1,1.0
negative_reason,客服不专业,1,0.0011,0.0,1,1.0
negative_reason,电池质量差,1,0.0011,0.0,1,1.0
negative_reason,换货流程麻烦,1,0.0011,0.0,1,1.0
negative_reason,屏幕脏污,1,0.0011,0.0,1,1.0
negative_reason,疑似翻新,1,0.0011,0.0,1,1.0
negative_reason,内容重复,1,0.0011,0.0,1,1.0
negative_reason,做工粗糙,1,0.0011,0.0,1,1.0
negative_reason,触屏不灵,1,0.0011,0.0,1,1.0
negative_reason,应用兼容性差,1,0.0011,0.0,1,1.0
negative_reason,虚假降价,1,0.0011,0.0,1,1.0
negative_reason,活动不实,1,0.0011,0.0,1,1.0
negative_reason,摄像头故障,1,0.0011,0.0,1,1.0
negative_reason,换货周期长,1,0.0011,0.0,1,1.0
negative_reason,客服拖延,1,0.0011,0.0,1,1.0
negative_reason,赠券不兑现,1,0.0011,0.0,1,1.0
negative_reason,CPU性能差,1,0.0011,0.0,1,1.0
negative_reason,价格未优惠,1,0.0011,0.0,1,1.0
negative_reason,声音有点小,1,0.0011,0.0,1,1.0
negative_reason,赠品变动,1,0.0011,0.0,1,1.0
negative_reason,描述不清,1,0.0011,0.0,1,1.0
negative_reason,发二手货,1,0.0011,0.0,1,1.0
negative_reason,降价差价不退,1,0.0011,0.0,1,1.0
negative_reason,价保不认优惠券,1,0.0011,0.0,1,1.0
negative_reason,坑人,1,0.0011,0.0,1,1.0
negative_reason,系统问题,1,0.0011,0.0,1,1.0
negative_reason,屏幕发黄漏光,1,0.0011,0.0,1,1.0
negative_reason,收取手续费,1,0.0011,0.0,1,1.0
negative_reason,内存虚标,1,0.0011,0.0,1,1.0
negative_reason,偷工减料,1,0.0011,0.0,1,1.0
negative_reason,摄像头兼容性差,1,0.0011,0.0,1,1.0
negative_reason,画面黑,1,0.0011,0.0,1,1.0
negative_reason,不支持电信,1,0.0011,0.0,1,1.0
negative_reason,描述不符,1,0.0011,0.0,1,1.0
negative_reason,物流延迟,1,0.0011,0.0,1,1.0
negative_reason,无通知,1,0.0011,0.0,1,1.0
negative_reason,不够实用,1,0.0011,0.0,1,1.0
negative_reason,价格大幅下降,1,0.0011,0.0,1,1.0
negative_reason,质量问题,1,0.0011,0.0,1,1.0
negative_reason,不保价,1,0.0011,0.0,1,1.0
negative_reason,与华为差距大,1,0.0011,0.0,1,1.0
negative_reason,频繁降价,1,0.0011,0.0,1,1.0
negative_reason,价格不稳定,1,0.0011,0.0,1,1.0
negative_reason,预装软件过多,1,0.0011,0.0,1,1.0
negative_reason,无用软件,1,0.0011,0.0,1,1.0
negative_reason,质量残次,1,0.0011,0.0,1,1.0
negative_reason,物流过慢,1,0.0011,0.0,1,1.0
negative_reason,机身变形,1,0.0011,0.0,1,1.0
negative_reason,质量缺陷,1,0.0011,0.0,1,1.0
negative_reason,缺乏防震措施,1,0.0011,0.0,1,1.0
negative_reason,网页未说明网络制式,1,0.0011,0.0,1,1.0
negative_reason,整体体验差,1,0.0011,0.0,1,1.0
negative_reason,发饰不日常,1,0.0011,0.0,1,1.0
sentiment,正面,447,0.4656,0.8326,0,0.0
sentiment,负面,429,0.4469,-0.7245,429,1.0
sentiment,中性,84,0.0875,-0.0143,0,0.0
